legajo;estado_civil;carrera;carrera_grado;sede;anio_ingreso;horas_trabajadas;masculino;femenino;edad_ingreso;colegio_publico;argentino;activo_primer_anio;activo_segundo_anio;estado;promedio_1er_anio;anios_en_unlu;aprobadas_1er_anio;anios_cursados;c_promociones_1er_anio;c_libres_1er_anio;c_regulares_1er_anio;c_ausentes_1er_anio;c_noausentes_1er_anio;cursadas_ap_1er_anio;cursadas_1er_anio;cambio_universidad;cambio_carrera;progresar_2016;fracaso_academico;activo_2017
8318;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;1;0;0
8319;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;8;0;1;27;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;9;3;0;12;0;0;0;0;0
8320;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;8;0;1;25;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;7;1;0;8;0;0;0;0;0
8321;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;36;0;1;39;1;1;1;1;LIBRE;8,5;2;2;2;2;2;0;5;5;2;10;0;0;0;0;0
8322;CASADO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;48;1;0;34;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8323;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;18;1;0;1;1;REGULAR;7,33;2;6;2;4;0;1;9;5;5;14;0;0;0;0;1
8324;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;1;0;37;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;1;3;1;1;4;0;0;0;0;0
8325;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;40;0;1;22;1;1;1;1;REGULAR;-;3;0;3;0;2;1;3;3;1;6;0;1;0;0;1
8326;CASADO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;30;0;1;35;0;1;1;1;REGULAR;8;3;1;3;1;0;1;4;2;2;6;0;0;0;0;1
8327;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;32;0;1;21;0;1;1;0;LIBRE;-;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
8328;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2015;0;0;1;18;0;1;1;1;REGULAR;4;3;3;3;1;2;5;2;8;6;10;0;0;0;0;1
8329;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2015;20;0;1;18;0;1;1;1;REGULAR;3;3;2;3;0;2;7;0;9;7;9;0;0;1;0;1
8330;UNIDO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;52;1;0;24;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
8331;SOLTERO/A;TEC. UN. EN INSP. DE ALIMENTOS;1;SEDE LUJAN;2015;0;1;0;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8332;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;0;1;0;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
8333;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2015;0;1;0;19;0;1;1;0;LIBRE;7;1;1;1;1;5;0;1;6;1;7;0;0;0;1;0
8334;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;0;0;1;19;1;1;1;0;LIBRE;-;1;0;1;0;4;0;4;4;0;8;0;0;0;0;0
8335;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2015;35;1;0;28;0;1;1;0;LIBRE;7;1;1;1;1;3;1;1;5;2;6;0;0;0;0;0
8336;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;0;1;0;23;1;1;1;0;LIBRE;5;1;1;1;0;3;1;0;5;1;5;0;0;0;1;0
8337;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;C.R. CAMPANA;2015;8;0;1;22;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
8338;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;30;0;1;40;1;1;1;0;LIBRE;-;1;0;1;0;1;0;5;1;0;6;0;0;0;0;0
8339;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;45;0;1;27;1;1;1;0;LIBRE;-;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0
8340;DIVORCIADO/A;LICENCIATURA EN HISTORIA (CICLO DE LICENCIATURA);1;SEDE LUJAN;2015;16;0;1;39;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;1;1;1;1;2;0;0;0;0;0
8341;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;2;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;0;0;3;0;3;0;0;0;1;0
8342;CASADO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2015;36;1;0;44;1;1;1;0;LIBRE;-;1;0;1;0;2;0;0;2;0;2;0;0;0;1;0
8343;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;0;0;1;19;1;0;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
8344;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;50;1;0;46;0;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8345;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2015;40;0;1;26;0;1;1;0;LIBRE;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
8346;CASADO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2015;40;1;0;51;1;1;1;1;REGULAR;7,44;3;8;3;6;1;0;1;7;6;8;0;0;0;0;1
8347;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;2;0;1;18;0;1;1;1;REGULAR;4,63;3;6;3;1;0;9;0;10;10;10;0;0;0;0;1
8348;SOLTERO/A;TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS;1;SEDE LUJAN;2015;0;0;1;17;1;1;1;1;REGULAR;8;3;2;3;2;2;0;0;5;2;5;0;0;1;0;1
8349;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2015;8;0;1;27;1;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8350;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;4;0;1;28;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8351;CASADO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;28;0;1;20;1;1;1;1;REGULAR;7;2;1;2;1;0;0;6;1;1;7;0;0;0;0;0
8352;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;40;1;0;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;6;1;0;7;0;0;0;0;0
8353;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2015;9;1;0;32;1;1;1;1;LIBRE;-;2;0;2;0;3;0;2;3;0;5;0;0;0;1;0
8354;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;8;1;0;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;0;2;3;0;5;0;0;0;1;0
8355;SEPARADO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;30;0;1;48;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8356;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;0;1;0;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;2;3;2;2;5;0;0;0;0;0
8357;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2015;0;1;0;17;1;1;1;1;LIBRE;-;2;0;2;0;1;0;5;2;0;7;0;0;0;0;0
8358;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;7;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;1;4;4;1;8;0;0;1;0;0
8359;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2015;48;1;0;20;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;3;2;0;5;0;0;0;0;0
8360;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;25;0;1;41;1;1;1;1;REGULAR;5,5;3;2;3;1;2;3;0;7;4;7;0;0;0;0;1
8361;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;36;0;1;0;0;LIBRE;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8362;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;4;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;3;2;0;5;0;0;1;0;0
8363;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2015;45;1;0;26;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8364;CASADO/A;PROFESORADO EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2015;48;1;0;36;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8365;SOLTERO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2015;16;0;1;29;1;1;1;1;REGULAR;4,5;3;3;3;3;1;2;1;6;5;7;0;0;0;0;1
8366;SOLTERO/A;TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS;1;SEDE LUJAN;2015;0;1;0;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;5;1;0;6;0;1;0;0;0
8367;VIUDO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2015;0;0;1;66;1;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8368;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;10;1;0;29;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8369;SOLTERO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2015;0;0;1;24;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8370;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;0;1;0;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8371;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;0;0;1;33;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
8372;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;6;0;1;25;0;1;1;0;LIBRE;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8373;UNIDO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;0;0;1;27;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8374;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;0;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;1;5;3;1;8;0;0;0;0;0
8375;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;0;1;0
8376;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;4;0;1;32;1;0;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;2;0;5;2;5;0;0;0;1;0
8377;SOLTERO/A;TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS;1;SEDE LUJAN;2015;35;0;1;25;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8378;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;30;0;1;29;1;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8379;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2015;28;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;0;4;4;0;8;0;0;0;0;0
8380;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2015;24;0;1;23;0;1;1;1;REGULAR;6,75;3;3;3;3;2;1;2;6;4;8;0;0;0;0;1
8381;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;36;0;1;37;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8382;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2015;12;1;0;22;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;5;1;0;6;0;0;0;0;0
8383;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;31;0;1;1;1;LIBRE;4;2;1;2;0;0;1;1;1;1;2;0;0;0;0;0
8384;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;5;0;1;39;1;1;1;1;REGULAR;7,5;3;2;3;0;1;0;4;2;0;6;0;0;0;0;1
8385;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;8;0;1;23;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8386;CASADO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;36;0;1;43;1;1;1;1;REGULAR;6,75;2;3;2;2;0;8;0;10;10;10;0;0;0;0;0
8387;SOLTERO/A;PROFESORADO EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2015;0;0;1;22;1;1;1;0;LIBRE;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8388;CASADO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;40;1;0;31;1;1;1;1;LIBRE;8;2;1;2;1;0;0;1;1;1;2;0;0;0;0;0
8389;SOLTERO/A;TEC. UN. EN INSP. DE ALIMENTOS;1;SEDE LUJAN;2015;8;0;1;40;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8390;CASADO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;26;1;1;1;0;LIBRE;2;1;0;1;0;1;2;3;3;2;6;0;0;0;0;0
8391;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2015;48;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;1;3;1;1;4;0;0;0;0;0
8392;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;48;1;0;29;1;0;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8393;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;SEDE LUJAN;2015;36;1;0;18;0;1;1;1;REGULAR;5;3;3;3;0;1;3;2;4;3;6;0;0;0;0;1
8394;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2015;20;0;1;38;1;1;1;0;LIBRE;8;1;1;1;1;0;1;2;2;2;4;0;0;0;0;0
8395;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;4;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;3;2;0;5;0;0;1;0;0
8396;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;48;1;0;27;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8397;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;0;0;1;18;1;0;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8398;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2015;8;0;1;24;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8399;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;21;1;1;1;1;REGULAR;5,5;3;3;3;2;1;2;1;5;4;6;0;0;0;0;1
8400;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;1;0;17;0;1;1;1;REGULAR;4,33;3;4;3;2;2;4;0;8;6;8;0;0;0;0;1
8401;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;48;1;0;23;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8402;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;21;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
8403;CASADO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;30;0;1;51;1;1;1;1;REGULAR;8,5;3;2;3;1;1;0;1;2;1;3;0;0;0;0;1
8404;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;1;1;1;1;REGULAR;-;3;0;3;0;5;1;2;6;1;8;0;0;1;1;1
8405;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;54;0;1;39;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;6;1;0;7;0;0;0;0;0
8406;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;35;1;0;25;0;1;1;0;LIBRE;-;1;0;1;0;0;1;3;1;1;4;0;0;0;0;0
8407;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;45;0;1;25;1;1;1;0;LIBRE;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
8408;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;40;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
8409;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;1;0;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
8410;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;20;0;1;1;0;LIBRE;-;1;0;1;0;1;0;3;1;0;4;0;0;1;0;0
8411;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;C.R. SAN MIGUEL;2015;0;1;0;18;1;1;1;1;REGULAR;6,5;3;7;3;2;2;4;0;8;6;8;0;0;1;0;1
8412;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;SEDE LUJAN;2015;3;0;1;18;1;1;1;0;LIBRE;9;1;1;1;1;3;1;3;5;2;8;0;0;1;0;0
8413;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;29;1;1;1;1;REGULAR;4,83;3;4;3;1;4;3;0;8;4;8;0;0;0;0;1
8414;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;75;1;0;20;0;1;1;1;REGULAR;5,2;3;3;3;3;5;1;1;9;4;10;0;0;1;0;1
8415;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;5,33;3;5;3;1;2;4;1;7;5;8;0;0;1;0;1
8416;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;7,38;3;8;3;7;0;1;0;8;8;8;0;0;0;0;1
8417;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;7,6;3;5;3;5;1;2;0;8;7;8;0;0;1;0;1
8418;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;1;0;18;0;1;1;1;REGULAR;7,14;3;7;3;5;1;2;0;8;7;8;0;0;1;0;1
8419;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;8,75;3;8;3;7;0;1;0;8;8;8;0;0;0;0;1
8420;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;24;1;0;18;0;1;1;1;REGULAR;4;3;3;3;0;2;2;3;4;2;7;0;0;1;0;1
8421;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;7,14;3;7;3;6;0;2;0;8;8;8;0;0;0;0;1
8422;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;5,67;3;5;3;2;2;4;0;8;6;8;0;0;1;0;1
8423;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;5,5;3;3;3;1;1;6;0;8;7;8;0;0;0;0;1
8424;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;4,63;3;6;3;3;2;3;0;8;6;8;0;0;0;0;1
8425;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;1;1;1;1;REGULAR;6,6;3;5;3;3;1;3;1;7;6;8;0;0;1;0;1
8426;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;9,13;3;8;3;8;0;0;0;8;8;8;0;0;0;0;1
8427;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;6;3;6;3;3;2;3;1;8;6;9;0;0;0;0;1
8428;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;6,00;1;2;1;0;3;2;1;5;2;6;0;0;1;0;0
8429;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;5;3;3;3;2;3;1;0;6;3;6;0;0;1;0;1
8430;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;18;1;1;1;1;REGULAR;6;3;2;3;1;3;3;0;7;4;7;0;0;1;0;1
8431;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;7,5;3;8;3;7;0;1;0;8;8;8;0;0;0;0;1
8432;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;24;0;1;18;0;1;1;1;REGULAR;6,5;3;4;3;2;2;4;0;8;6;8;0;0;0;0;1
8433;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;1;0;18;0;1;1;1;REGULAR;8,63;3;8;3;8;1;0;0;9;8;9;0;0;0;0;1
8434;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;5,29;3;5;3;4;2;2;0;8;6;8;0;0;0;0;1
8435;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;48;0;1;17;1;1;1;1;REGULAR;9;3;1;3;1;0;0;3;1;1;4;0;0;0;0;1
8436;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;8,5;2;8;2;8;0;0;0;8;8;8;0;0;1;0;0
8437;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;40;1;0;17;0;1;1;1;REGULAR;8,13;3;8;3;7;0;1;0;8;8;8;0;0;1;0;1
8438;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;42;0;1;24;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;0;0;4;1;1;5;0;0;0;0;0
8439;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;18;1;1;1;1;LIBRE;-;2;0;2;0;3;1;5;4;1;9;0;0;1;0;0
8440;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;1;0;17;0;1;1;1;REGULAR;8,86;3;7;3;6;1;1;0;8;7;8;0;0;0;0;1
8441;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;6;3;7;3;3;1;4;0;8;7;8;0;0;0;0;1
8442;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;5;3;6;3;4;1;2;0;7;6;7;0;0;0;0;1
8443;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;19;1;0;1;0;LIBRE/INHABILITADO;2,00;1;0;1;0;2;2;0;4;2;4;0;0;0;0;0
8444;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
8445;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;8,13;3;8;3;8;0;0;0;8;8;8;0;0;0;0;1
8446;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;7,86;3;7;3;5;1;2;0;8;7;8;0;0;0;0;1
8447;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;17;0;1;1;1;REGULAR;7,33;3;6;3;5;2;1;0;8;6;8;0;0;1;0;1
